Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1961,1961,ha,36,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1961,1961,100 g/ha,38889,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1961,1961,t,140,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1962,1962,ha,36,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1962,1962,100 g/ha,38889,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1962,1962,t,140,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1963,1963,ha,36,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1963,1963,100 g/ha,40000,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1963,1963,t,144,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1964,1964,ha,36,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1964,1964,100 g/ha,40556,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1964,1964,t,146,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1965,1965,ha,36,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1965,1965,100 g/ha,41111,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1965,1965,t,148,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1966,1966,ha,36,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1966,1966,100 g/ha,41667,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1966,1966,t,150,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1967,1967,ha,36,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1967,1967,100 g/ha,41944,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1967,1967,t,151,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1968,1968,ha,36,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1968,1968,100 g/ha,42222,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1968,1968,t,152,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1969,1969,ha,36,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1969,1969,100 g/ha,42500,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1969,1969,t,153,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1970,1970,ha,36,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1970,1970,100 g/ha,42778,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1970,1970,t,154,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1971,1971,ha,37,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1971,1971,100 g/ha,42162,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1971,1971,t,156,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1972,1972,ha,37,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1972,1972,100 g/ha,42703,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1972,1972,t,158,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1973,1973,ha,37,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1973,1973,100 g/ha,42973,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1973,1973,t,159,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1974,1974,ha,37,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1974,1974,100 g/ha,43243,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1974,1974,t,160,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1975,1975,ha,37,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5419,Yield,486,Bananas,1975,1975,100 g/ha,44324,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5510,Production,486,Bananas,1975,1975,t,164,E,Estimated value,
QCL,Crops and livestock products,25,Solomon Islands,5312,Area harvested,486,Bananas,1976,1976,ha,37,E,Estimated value,
